Date,Tweets,Trending,Retweets,Favs,Comments
2017-07-12,The W.H. is functioning perfectly focused on HealthCare Tax Cuts/Reform & many other things. I have very little time for watching T.V.,,19000.0,92000.0,49000.0
2017-07-12,"""Why arent the same standards placed on the Democrats. Look what Hillary Clinton may have gotten away with. Disgraceful!""",,24000.0,96000.0,39000.0
2017-07-12,".  states ""Democrats have willfully used Moscow disinformation to influence the presidential election against Donald Trump.""",WashTimes,14000.0,58000.0,14000.0
2017-07-12,ISIS is on the run & will soon be wiped out of Syria & Iraq illegal border crossings are way down (75%) & MS 13 gangs are being removed.,,27000.0,118000.0,15000.0
2017-07-12,"Remember when you hear the words ""sources say"" from the Fake Media often times those sources are made up and do not exist.",,28000.0,108000.0,35000.0
2017-07-12,My son Donald did a good job last night. He was open transparent and innocent. This is the greatest Witch Hunt in political history. Sad!,,23000.0,111000.0,37000.0
2017-07-12,My son Donald will be interviewed by   tonight at 1000 P.M. He is a great person who loves our country!,seanhannity,16000.0,89000.0,35000.0
2017-07-13,Great bilateral meetings at Élysée Palace w/ President  . The friendship between our two nations and ourselves is unbreakable.,,12000.0,55000.0,9300.0
2017-07-13,President  nThank you for the beautiful welcome ceremony at Les Invalides today!,,10000.0,54000.0,5100.0
2017-07-13,Melania and I were thrilled to join the dedicated men and women of the   members of the U.S. Military and their families.,,13000.0,66000.0,6500.0
2017-07-13,Just landed in Paris France with   Melania.,,13000.0,72000.0,11000.0
2017-07-14,President  nThank you for inviting Melania and myself to such a historic celebration in France.   ,,17000.0,74000.0,7900.0
2017-07-14,Just landed from Paris France. It was an incredible visit with President  . A lot discussed and accomplished in two days!,EmmanuelMacron,9400.0,57000.0,7100.0
2017-07-14,Left Paris for U.S.A. Will be heading to New Jersey and attending then  their most important tournament this afternoon.,USWomensOpen,8500.0,54000.0,12000.0
2017-07-14,Great conversations with President   and his representatives on trade military and security.,EmmanuelMacron,8300.0,47000.0,4700.0
2017-07-14,The United States mourns for the victims of Nice France. We pledge our solidarity with France against terror. ,,10000.0,49000.0,2300.0
2017-07-14,It was a great honor to represent the United States at the magnificent   parade. Congratulations President  !,,13000.0,63000.0,7000.0
2017-07-14,.  Mike Pence is working hard on HealthCare and getting our wonderful Republican Senators to do what is right for the people.,VP,10000.0,56000.0,12000.0
2017-07-14,After all of these years of suffering thru ObamaCare Republican Senators must come through as they have promised!,,15000.0,69000.0,12000.0
2017-07-14,"So impt Rep Senators under leadership of  "" McConnell get healthcare plan approved. After 7yrs of OCare disaster must happen!""",SenateMajLdr,8900.0,47000.0,7000.0
2017-07-14,Republicans Senators are working hard to get their failed ObamaCare replacement approved. I will be at my desk pen in hand!,,13000.0,65000.0,16000.0
2017-07-14,Great evening with President   & Mrs. Macron. Went to Eiffel Tower for dinner. Relationship with France stronger than ever.,,8000.0,42000.0,4400.0
2017-07-15,Just got to the   in Bedminster New Jersey. People are really happy with record high stock market - up over 17% since election!,USWomensOpen,10000.0,61000.0,15000.0
2017-07-15,MAKE AMERICA GREAT AGAIN!,,14000.0,60000.0,11000.0
2017-07-15,Next week the Senate is going to vote on legislation to save Americans from the ObamaCare DISASTER. ,,12000.0,56000.0,19000.0
2017-07-15,"""Will be at the Womens U.S. Open today!""",,6100.0,51000.0,12000.0
2017-07-15,Stock Market hit another all-time high yesterday - despite the Russian hoax story! Also jobs numbers are starting to look very good!,,17000.0,81000.0,16000.0
2017-07-15,Stock Market at new all-time high! Working on new trade deals that will be great for U.S. and its workers!,,15000.0,80000.0,7200.0
2017-07-15,I will be at the     in Bedminster NJ tomorrow. Big crowds expected & the women are playing great-should be very exciting!,"USGA, USWomensOpen",7000.0,47000.0,11000.0
2017-07-15,Honored to serve as Commander-in-Chief to the courageous men and women of our U.S. Armed Forces. A grateful nation thanks you!,,21000.0,105000.0,11000.0
2017-07-16,I am at the    . An amateur player is co-leading for the first time in many decades - very exciting!,"USGA, USWomensOpen",6600.0,48000.0,10000.0
2017-07-16,The   will provide essential capabilities to keep America safe. Our sailors are the best anywhere in the world. Congratulations!,,14000.0,65000.0,5800.0
2017-07-16,The ABC/Washington Post Poll even though almost 40% is not bad at this time was just about the most inaccurate poll around election time!,,13000.0,67000.0,31000.0
2017-07-16,With all of its phony unnamed sources & highly slanted & even fraudulent reporting   News is DISTORTING DEMOCRACY in our country!,Fake,22000.0,89000.0,41000.0
2017-07-16,Thank you to former campaign adviser Michael Caputo for saying so powerfully that there was no Russian collusion in our winning campaign.,,18000.0,85000.0,19000.0
2017-07-16,"""Thank you to all of the supporters who far out-numbered the protesters yesterday at the Womens U.S. Open. Very cool!""",,18000.0,104000.0,14000.0
2017-07-16,HillaryClinton can illegally get the questions to the Debate & delete 33000 emails but my son Don is being scorned by the Fake News Media?,,35000.0,133000.0,49000.0
2017-07-16,The women played great today at the     I look forward to being there tomorrow for the final round!,,6700.0,43000.0,8100.0
2017-07-17,"""Most politicians would have gone to a meeting like the one Don jr attended in order to get info on an opponent. Thats politics!""",,19000.0,95000.0,63000.0
2017-07-17,Heading back to Washington D.C. Much will be accomplished this week on trade the military and security!,,14000.0,83000.0,20000.0
2017-07-17,Congratulations to Sung Hyun Park on winning the 2017   ,"USGA, USWomensOpen",6400.0,44000.0,3500.0
2017-07-18,The Senate must go to a 51 vote majority instead of current 60 votes. Even parts of full Repeal need 60. 8 Dems control Senate. Crazy!,,18000.0,69000.0,44000.0
2017-07-18,With only a very small majority the Republicans in the House & Senate need more victories next year since Dems totally obstruct no votes!,,14000.0,62000.0,23000.0
2017-07-18,As I have always said let ObamaCare fail and then come together and do a great healthcare plan. Stay tuned!,,17000.0,78000.0,39000.0
2017-07-18,We were let down by all of the Democrats and a few Republicans. Most Republicans were loyal terrific & worked really hard. We will return!,,15000.0,73000.0,33000.0
2017-07-18,Republicans should just REPEAL failing ObamaCare now & work on a new Healthcare Plan that will start from a clean slate. Dems will join in!,,26000.0,106000.0,49000.0
2017-07-19,The Republicans never discuss how good their healthcare bill is & it will get even better at lunchtime.The Dems scream death as OCare dies!,,15000.0,70000.0,45000.0
2017-07-19,I will be having lunch at the White House today with Republican Senators concerning healthcare. They MUST keep their promise to America!,,17000.0,87000.0,30000.0
2017-07-19,The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,,25000.0,100000.0,34000.0
2017-07-19,"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders and spouses were invited by the Chancellor of Germany. Press knew!",,24000.0,90000.0,24000.0
2017-07-20,I am asking all citizens to believe in yourselves believe in your future and believe once more in America. ,,33000.0,114000.0,41000.0
2017-07-20,Departing The Pentagon after meetings with   Pence Secretary James Mattis and our great teams. ,,12000.0,56000.0,8800.0
2017-07-20,Melania and I send our thoughts and prayers to Senator McCain Cindy and their entire family. Get well soon. n,,14000.0,79000.0,14000.0
2017-07-21,Today it was my privilege to welcome survivors of the   to the  .  nRemarks ,,14000.0,65000.0,6100.0
2017-07-21,Manufacturers’ record-high optimism reported in the 1st qtr has carried into the 2nd qtr of 2017 via  n,,9300.0,38000.0,6800.0
2017-07-21,ICYMI- This week we hosted a   event right here at the  ! If it is MADE IN AMERICA it is the BEST! USA,,12000.0,55000.0,17000.0
2017-07-21,"""Six months in - it is the hope of GROWTH that is making America FOUR TRILLION DOLLARS RICHER."" -Stuart  n",,14000.0,53000.0,9900.0
2017-07-21,n,,8200.0,39000.0,9400.0
2017-07-21,Billions of dollars in investments & thousands of new jobs in America! An initiative via Corning Merck & Pfizer ,,13000.0,55000.0,12000.0
2017-07-22,American steel & American hands have constructed a 100000 ton message to the world American MIGHT IS SECOND TO NONE!n  ,,12000.0,53000.0,8500.0
2017-07-22,A ship is only as good as the people who serve on it — and the AMERICAN SAILOR is the BEST in the world.   ,,15000.0,68000.0,8800.0
2017-07-22,Join me live for the commissioning ceremony of the USS Gerald R. Ford!n  ,,7800.0,43000.0,8500.0
2017-07-22,ObamaCare is dead and the Democrats are obstructionists no ideas or votes only obstruction. It is solely up to the 52 Republican Senators!,,18000.0,78000.0,34000.0
2017-07-22,The Republican Senators must step up to the plate and after 7 years vote to Repeal and Replace. Next Tax Reform and Infrastructure. WIN!,,18000.0,80000.0,17000.0
2017-07-22,"""In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didnt think I was running!""",,10000.0,54000.0,18000.0
2017-07-22,My son Donald openly gave his e-mails to the media & authorities whereas Crooked Hillary Clinton deleted (& acid washed) her 33000 e-mails!,,25000.0,101000.0,35000.0
2017-07-22,...What about all of the Clinton ties to Russia including Podesta Company Uranium deal Russian Reset big dollar speeches etc.,,23000.0,81000.0,24000.0
2017-07-22,"""So many people are asking why isnt the A.G. or Special Council looking at the many Hillary Clinton or Comey crimes. 33000 e-mails deleted?""",,27000.0,97000.0,43000.0
2017-07-22,While all agree the U. S. President has the complete power to pardon why think of that when only crime so far is LEAKS against us.FAKE NEWS,,16000.0,67000.0,34000.0
2017-07-22,This morning I will be going to the Commissioning Ceremony for the largest aircraft carrier in the world The Gerald R. Ford.  Norfolk Va.,,11000.0,69000.0,7900.0
2017-07-22,The Failing New York Times foiled U.S. attempt to kill the single most wanted terroristAl-Baghdadi.Their sick agenda over National Security,,18000.0,63000.0,13000.0
2017-07-22,"""A new INTELLIGENCE LEAK from the Amazon Washington Postthis time against A.G. Jeff Sessions.These illegal leaks like Comeys must stop!""",,17000.0,68000.0,21000.0
2017-07-22,Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright!,,21000.0,111000.0,26000.0
2017-07-23,"""Its hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion even if should be positive is bad!""",,14000.0,65000.0,22000.0
2017-07-23,"""Its very sad that Republicans even some that were carried over the line on my back do very little to protect their President.""",,32000.0,124000.0,71000.0
2017-07-23,As the phony Russian Witch Hunt continues two groups are laughing at this excuse for a lost election taking hold Democrats and Russians!,,18000.0,81000.0,26000.0
2017-07-23,To every PATRIOT who will serve on the  n Keep the watch n Protect her n Defend her n LOVE HER nGood Luck & Godspeed!,,25000.0,104000.0,12000.0
2017-07-24,Any senator who votes against starting debate is telling America that you are fine w/ the  ! nRemarks ,,11000.0,40000.0,14000.0
2017-07-24,Arriving at Joint Base Andrews with     and  .....,,9800.0,43000.0,5500.0
2017-07-24,Republicans have a last chance to do the right thing on Repeal & Replace after years of talking & campaigning on it.,,18000.0,77000.0,21000.0
2017-07-24,"Sleazy Adam Schiff the totally biased Congressman looking into ""Russia"" spends all of his time on television pushing the Dem loss excuse!",,19000.0,75000.0,36000.0
2017-07-24,"""So why arent the Committees and investigators and of course our beleaguered A.G. looking into Crooked Hillarys crimes & Russia relations?""",,23000.0,82000.0,44000.0
2017-07-24,"After 1 year of investigation with Zero evidence being found Chuck Schumer just stated that ""Democrats should blame ourselvesnot Russia.""",,26000.0,93000.0,17000.0
2017-07-24,"""Drain the Swamp should be changed to Drain the Sewer - its actually much worse than anyone ever thought and it begins with the Fake News!""",,30000.0,108000.0,33000.0
2017-07-24,Thank you to   for giving the first six months of the Trump Administration an A+. S.C.reg cuttingStock M jobsborder etc. = TRUE!,LOUDOBBS,19000.0,78000.0,19000.0
2017-07-24,"""If Republicans dont Repeal and Replace the disastrous ObamaCare the repercussions will be far greater than any of them understand!""",,20000.0,83000.0,27000.0
2017-07-25,Just arrived in Youngstown Ohio with   Melania!n n,,8400.0,49000.0,10000.0
2017-07-25,. -Thank you for coming to D.C. for such a vital vote. Congrats to all Rep. We can now deliver grt healthcare to all Americans!,SenJohnMcCain,13000.0,63000.0,17000.0
2017-07-25,Joint Press Conference with Prime Minister Saad Hariri of Lebanon beginning shortly. Join us live!n,,4200.0,25000.0,3000.0
2017-07-25,"""Americas Labor Market Continues to Boom"" JOBS JOBS JOBS!",,11000.0,48000.0,13000.0
2017-07-25,The American people have waited long enough. There has been enough talk and no action for seven years. Now is the time for action!,,13000.0,56000.0,12000.0
2017-07-25,Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there!,,11000.0,64000.0,14000.0
2017-07-25,This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people!,,11000.0,54000.0,16000.0
2017-07-25,Working on major Trade Deal with the United Kingdom. Could be very big & exciting. JOBS! The E.U. is very protectionist with the U.S. STOP!,,15000.0,65000.0,9300.0
2017-07-25,Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up 11 year old Barron Trump!,,20000.0,84000.0,30000.0
2017-07-25,So great that John McCain is coming back to vote. Brave - American hero! Thank you John.,,21000.0,78000.0,23000.0
2017-07-25,ObamaCare is torturing the American People.The Democrats have fooled the people long enough. Repeal or Repeal & Replace! I have pen in hand.,,15000.0,65000.0,19000.0
2017-07-25,Big day for HealthCare. After 7 years of talking we will soon see whether or not Republicans are willing to step up to the plate!,,13000.0,60000.0,9600.0
2017-07-25,Problem is that the acting head of the FBI & the person in charge of the Hillary investigation Andrew McCabe got $700000 from H for wife!,,21000.0,67000.0,16000.0
2017-07-25,Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails & DNC server) & Intel leakers!,,18000.0,66000.0,33000.0
2017-07-25,"Ukrainian efforts to sabotage Trump campaign - ""quietly working to boost Clinton."" So where is the investigation A.G. ",seanhannity,16000.0,54000.0,12000.0
2017-07-25,Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly?,,16000.0,58000.0,18000.0
2017-07-25,So many stories about me in the   are Fake News. They are as bad as ratings challenged  . Lobbyist for Amazon and taxes?,"washingtonpost, CNN",12000.0,51000.0,13000.0
2017-07-25,The Amazon Washington Post fabricated the facts on my ending massive dangerous and wasteful payments to Syrian rebels fighting Assad.....,,14000.0,55000.0,9500.0
2017-07-25,- Remember your duty. Honor your history. Take care of the people God puts into your life – and LOVE & CHERISH your country!,,18000.0,67000.0,17000.0
2017-07-26,Congratulations to Boys and Girls Nation. It was my great honor to welcome you to the WH today! Full Remarks ,,9100.0,46000.0,8200.0
2017-07-26,"""IN AMERICA WE DONT WORSHIP GOVERNMENT - WE WORSHIP GOD!""",,35000.0,122000.0,80000.0
2017-07-26,"""...big dollars ($700000) for his wifes political run from Hillary Clinton and her representatives. Drain the Swamp!""",,16000.0,70000.0,26000.0
2017-07-26,"""Why didnt A.G. Sessions replace Acting FBI Director Andrew McCabe a Comey friend who was in charge of Clinton investigation but got....""",,15000.0,60000.0,21000.0
2017-07-26,....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you,,38000.0,130000.0,70000.0
2017-07-26,....Transgender individuals to  serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming.....,,40000.0,126000.0,44000.0
2017-07-26,After consultation with my Generals and military experts please be advised that the United States Government will not accept or allow......,,38000.0,116000.0,25000.0
2017-07-26,Senator   of the Great State of Alaska really let the Republicans and our country down yesterday. Too bad!,lisamurkowski,13000.0,55000.0,30000.0
2017-07-26,The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!,,11000.0,71000.0,19000.0
2017-07-26,People of Ohio are fantastic. Thank you so much. What an evening!,,9500.0,51000.0,7100.0
2017-07-26,It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown Ohio this evening. A grateful nation salutes you!,,11000.0,57000.0,5900.0
2017-07-27,"""It was my great HONOR to present our nations highest award for a public safety officer - THE MEDAL OF VALOR to FIVE AMERICAN HEROES!""",,12000.0,59000.0,7100.0
2017-07-27,Today we gathered in the East Room to pay tribute to the HEROES whose courageous actions under fire saved so many lives in Alexandria VA.,,12000.0,63000.0,5600.0
2017-07-27,Join me live as we recognize the first responders to the June 14th shooting involving  .   ,,7200.0,40000.0,4900.0
2017-07-27,Big progress being made in ridding our country of MS-13 gang members and gang members in general. MAKE AMERICA SAFE AGAIN!,,18000.0,88000.0,16000.0
2017-07-27,"...about then candidate Trump."" Catherine Herridge  "". So why doesnt Fake News report this? Witch Hunt! Purposely phony reporting.""",FoxNews,11000.0,50000.0,17000.0
2017-07-27,"""One of the things that has been lost in the politics of this situation is that the Russians collected and spread negative information.....",,12000.0,53000.0,12000.0
2017-07-27,"""Come on Republican Senators you can do it on Healthcare. After 7 years this is your chance to shine! Dont let the American people down!""",,19000.0,87000.0,24000.0
2017-07-27,"Wow the Failing   said about   ""....the most powerful T.V. show in America.""","nytimes, foxandfriends",11000.0,51000.0,16000.0
2017-07-27,Thank you Foxconn for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeInTheUSA,,19000.0,85000.0,16000.0
2017-07-28,I would like to thank Reince Priebus for his service and dedication to his country. We accomplished a lot together and I am proud of him!,,14000.0,75000.0,24000.0
2017-07-28,...and a Great Leader. John has also done a spectacular job at Homeland Security. He has been a true star of my Administration,,13000.0,63000.0,7200.0
2017-07-28,I am pleased to inform you that I have just named General/Secretary John F Kelly as White House Chief of Staff. He is a Great American....,,22000.0,86000.0,18000.0
2017-07-28,Departing for Long Island now. An area under siege from   gang members. We will not rest until   is eradicated. ,,12000.0,55000.0,14000.0
2017-07-28,We will always ENFORCE our laws PROTECT our borders and SUPPORT our police!  nHarrisburg Pennsylvania n  ,,13000.0,58000.0,9700.0
2017-07-28,...Even though parts of healthcare could pass at 51 some really good things need 60. So many great future bills & budgets need 60 votes....,,10000.0,51000.0,23000.0
2017-07-28,If Republicans are going to pass great future legislation in the Senate they must immediately go to a 51 vote majority not senseless 60...,,13000.0,59000.0,29000.0
2017-07-28,3 Republicans and 48 Democrats let the American people down. As I said from the beginning let ObamaCare implode then deal. Watch!,,25000.0,86000.0,87000.0
2017-07-28,Go Republican Senators Go! Get there after waiting for 7 years. Give America great healthcare!,,12000.0,68000.0,33000.0
2017-07-29,...they do NOTHING for us with North Korea just talk. We will no longer allow this to continue. China could easily solve this problem!,,22000.0,91000.0,28000.0
2017-07-29,I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade yet...,,24000.0,93000.0,23000.0
2017-07-29,"I love reading about all of the ""geniuses"" who were so instrumental in my election success. Problem is most dont exist.   News! MAGA",Fake,17000.0,78000.0,27000.0
2017-07-29,Unless the Republican Senators are total quitters Repeal & Replace is not dead! Demand another vote before voting on any other bill!,,20000.0,85000.0,35000.0
2017-07-29,U.S. Stock Market up almost 20% since Election!,,20000.0,99000.0,22000.0
2017-07-29,If a new HealthCare Bill is not approved quickly BAILOUTS for Insurance Companies and BAILOUTS for Members of Congress will end very soon!,,27000.0,99000.0,38000.0
2017-07-29,"After seven years of ""talking"" Repeal & Replace the people of our great country are still being forced to live with imploding ObamaCare!",,18000.0,74000.0,23000.0
2017-07-29,"""If the Senate Democrats ever got the chance they would switch to a 51 majority vote in first minute. They are laughing at Rs. MAKE CHANGE!""",,17000.0,69000.0,28000.0
2017-07-29,"""....8 Dems totally control the U.S. Senate. Many great Republican bills will never pass like Kates Law and complete Healthcare. Get smart!""",,16000.0,65000.0,16000.0
2017-07-29,"""Republicans in the Senate will NEVER win if they dont go to a 51 vote majority NOW. They look like fools and are just wasting time......""",,16000.0,68000.0,20000.0
2017-07-29,"""The very outdated filibuster rule must go. Budget reconciliation is killing Rs in Senate. Mitch M go to 51 Votes NOW and WIN. ITS TIME!""",,16000.0,66000.0,16000.0
2017-07-29,Republican Senate must get rid of 60 vote NOW! It is killing the R Party allows 8 Dems to control country. 200 Bills sit in Senate. A JOKE!,,17000.0,64000.0,18000.0
2017-07-29,In other words Russia was against Trump in the 2016 Election - and why not I want strong military & low oil prices. Witch Hunt!,,17000.0,60000.0,18000.0
2017-07-29,We will defend our country protect our communities and put the safety of the AMERICAN PEOPLE FIRST! Replay ,,14000.0,58000.0,14000.0
2017-07-30,"""Dont give up Republican Senators the World is watching Repeal & Replace...and go to 51 votes (nuke option) get Cross State Lines & more.""",,23000.0,99000.0,41000.0
2017-07-31,A great day at the White House!,,23000.0,113000.0,51000.0
2017-07-31,Highest Stock Market EVER best economic numbers in years unemployment lowest in 17 years wages raising border secure S.C. No WH chaos!,,28000.0,118000.0,51000.0
2017-07-31,"""If ObamaCare is hurting people & it is why shouldnt it hurt the insurance companies & why should Congress not be paying what public pays?""",,32000.0,122000.0,27000.0
2017-08-01,Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,,31000.0,130000.0,75000.0
2017-08-01,"""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney   Jobs are starting to roarwatch!",foxandfriends,15000.0,74000.0,22000.0
2017-08-01,Stock Market could hit all-time high (again) 22000 today. Was 18000 only 6 months ago on Election Day. Mainstream media seldom mentions!,,21000.0,100000.0,24000.0
2017-08-02,I campaigned on creating a merit-based immigration system that protects U.S. workers & taxpayers. Watch   ,,18000.0,73000.0,21000.0
2017-08-02,"""Why the Rust Belt just gave Donald Trump a heros welcome""",,11000.0,52000.0,10000.0
2017-08-02,It was my great honor to pay tribute to a VET who went above & beyond the call of duty to PROTECT our COMRADES our COUNTRY & OUR FREEDOM!,,15000.0,77000.0,11000.0
2017-08-02,Small business owners are the DREAMERS & INNOVATORS who are powering us into the future!nRead more and watch here ,,11000.0,48000.0,7100.0
2017-08-03,Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 700pmE. Massive crowd expected - tune in! ,MAGA,9700.0,60000.0,19000.0
2017-08-03,Our GREAT VETERANS can now connect w/ their VA healthcare team from anywhere using   - available at  .,,11000.0,45000.0,5800.0
2017-08-03,Today I  announced another historic breakthrough for the VA. We are working tirelessly to keep our promises to our GREAT VETERANS! ,,15000.0,66000.0,7800.0
2017-08-03,See you tonight Huntington West Virginia!n nTickets ,,8600.0,41000.0,10000.0
2017-08-03,"""Our relationship with Russia is at an all-time & very dangerous  low. You can thank Congress the same people that cant even give us HCare!""",,27000.0,85000.0,54000.0
2017-08-03,I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business & jobs will grow.,,18000.0,94000.0,16000.0
2017-08-03,"""Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesnt just happen!""",,15000.0,77000.0,18000.0
2017-08-03,I love the White House one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE,,30000.0,128000.0,42000.0
2017-08-04,Great work being done by     w/state & local leaders to prepare for hurricane season. Preparedness is an investment in our future!,,9300.0,47000.0,7600.0
2017-08-04,No matter the mission the brave men & women of our   proudly answer the call to serve 24/7/365. THANK YOU and HAPPY BIRTHDAY! ,,13000.0,60000.0,8300.0
2017-08-04,Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA!,,18000.0,84000.0,21000.0
2017-08-04,West Virginia was incredible last night. Crowds and enthusiasm were beyond GDP at 3% wow!Dem Governor became a Republican last night.,,16000.0,79000.0,15000.0
2017-08-04,"Consumer confidence is at a 16 year high....and for good reason. Much more regulation ""busting"" to come. Working hard on tax cuts & reform!",,14000.0,70000.0,10000.0
2017-08-04,"""....and dont forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin.""",,10000.0,56000.0,5400.0
2017-08-04,Toyota & Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!,,24000.0,110000.0,10000.0
2017-08-04,Thank you West Virginia! All across the country Americans of every kind are coming together w/one simple goal to MAKE AMERICA GREAT AGAIN!,,14000.0,64000.0,12000.0
2017-08-05,United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.,,17000.0,78000.0,9300.0
2017-08-05,After many years of LEAKS going on in Washington it is great to see the A.G. taking action! For National Security the tougher the better!,,20000.0,97000.0,18000.0
2017-08-05,The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!,,23000.0,102000.0,7900.0
2017-08-05,Working in Bedminster N.J. as long planned construction is being done at the White House. This is not a vacation - meetings and calls!,,18000.0,82000.0,30000.0
2017-08-05,"""Under Trump gains against   have dramatically accelerated""",,13000.0,59000.0,8900.0
2017-08-05,Prosperity is coming back to our shores because we are putting America WORKERS and FAMILIES first. ,,22000.0,86000.0,21000.0
2017-08-06,MAKE AMERICA GREAT AGAIN!,,31000.0,106000.0,21000.0
2017-08-07,I think Senator Blumenthal should take a nice long vacation in Vietnam where he lied about his service so he can at least say he was there,,28000.0,107000.0,48000.0
2017-08-07,How much longer will the failing nytimes with its big losses and massive unfunded liability (and non-existent sources) remain in business?,,16000.0,76000.0,28000.0
2017-08-07,"""The Fake News Media will not talk about the importance of the United Nations Security Councils 15-0 vote in favor of sanctions on N. Korea!""",,18000.0,79000.0,19000.0
2017-08-07,On  I thank all the brave men and women who have sacrificed in battle for this GREAT NATION! ,,14000.0,71000.0,12000.0
2017-08-07,...conquests how brave he was and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion?,,16000.0,69000.0,31000.0
2017-08-07,Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal. He told stories about his Vietnam battles and....,,18000.0,72000.0,26000.0
2017-08-07,Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!,,19000.0,74000.0,21000.0
2017-08-07,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,,12000.0,62000.0,16000.0
2017-08-07,Hard to believe that with 24/7   News on CNN ABC NBC CBS NYTIMES & WAPO the Trump base is getting stronger!,Fake,16000.0,69000.0,25000.0
2017-08-07,... Supreme Court pick economic enthusiasm deregulation & so much more have driven the Trump base even closer together. Will never change!,,13000.0,65000.0,9400.0
2017-08-07,...and West Virginia. The fact is the Fake News Russian collusion story record Stock Market border security military strength jobs.....,,11000.0,55000.0,5800.0
2017-08-07,The Trump base is far bigger &  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn Iowa Ohio.......,,18000.0,84000.0,20000.0
2017-08-07,The failing   which has made every wrong prediction about me including my big election win (apologized) is totally inept!,nytimes,12000.0,60000.0,13000.0
2017-08-07,Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,,19000.0,94000.0,11000.0
2017-08-07,The Fake News refuses to report the success of the first 6 months S.C. surging economy & jobsborder & military securityISIS & MS-13 etc.,,21000.0,88000.0,22000.0
2017-08-08,"""After 200 days rarely has any Administration achieved what we have achieved..not even close! Dont believe the Fake News Suppression Polls!""",,23000.0,103000.0,52000.0
2017-08-08,E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane.,,22000.0,79000.0,23000.0
2017-08-08,After many years of failurecountries are coming together to  finally address the dangers posed by North Korea. We must be tough & decisive!,,22000.0,103000.0,20000.0
2017-08-08,I will be holding a major briefing on the Opioid crisis a major problem for our country today at 300 P.M. in Bedminster N.J.,,13000.0,67000.0,15000.0
2017-08-09,,,22000.0,80000.0,17000.0
2017-08-09,"Senator Mitch McConnell said I had ""excessive expectations"" but I dont think so. After 7 years of hearing Repeal & Replace why not done?",,29000.0,113000.0,32000.0
2017-08-09,...Hopefully we will never have to use this power but there will never be a time that we are not the most powerful nation in the world!,,28000.0,122000.0,33000.0
2017-08-09,My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before....,,23000.0,100000.0,38000.0
2017-08-09,Senator Luther Strange has done a great job representing the people of the Great State of Alabama. He has my complete and total endorsement!,,12000.0,63000.0,15000.0
2017-08-10,"""Trump approval rebounds to 45% surges among Hispanics union homes men""",,18000.0,73000.0,28000.0
2017-08-10,.  will lead the U.S. delegation to India this fall supporting women’s entrepreneurship globally.n  ,"IvankaTrump, GES2017, narendramodi",17000.0,82000.0,17000.0
